Blog_160886-12595823.10	Blog_160886-12595823.10.14	go down into NT PH	why is 11 a KoP?			
Romn_Bjelvehammar-TageBengtsson.235	Romn_Bjelvehammar-TageBengtsson.235.9					
Romn_Bjelvehammar-TageBengtsson.239	Romn_Bjelvehammar-TageBengtsson.239.16					
Romn_Bjelvehammar-TageBengtsson.239	Romn_Bjelvehammar-TageBengtsson.239.14					
Romn_Bjelvehammar-TageBengtsson.239	Romn_Bjelvehammar-TageBengtsson.239.24					
Romn_Bjelvehammar-TageBengtsson.241	Romn_Bjelvehammar-TageBengtsson.241.4					
Romn_Holmsen-Polynesiskpassad.25	Romn_Holmsen-Polynesiskpassad.25.21					
Romn_Holmsen-Polynesiskpassad.37	Romn_Holmsen-Polynesiskpassad.37.6					
Romn_Holmsen-Polynesiskpassad.39	Romn_Holmsen-Polynesiskpassad.39.7					
Romn_Holmsen-Polynesiskpassad.39	Romn_Holmsen-Polynesiskpassad.39.6					
Romn_Holmsen-Polynesiskpassad.42	Romn_Holmsen-Polynesiskpassad.42.13					
Romn_Holmsen-Polynesiskpassad.42	Romn_Holmsen-Polynesiskpassad.42.3					
Romn_Holmsen-Polynesiskpassad.43	Romn_Holmsen-Polynesiskpassad.43.18					
Romn_Holmsen-Polynesiskpassad.43	Romn_Holmsen-Polynesiskpassad.43.3					
Romn_Holmsen-Polynesiskpassad.51	Romn_Holmsen-Polynesiskpassad.51.9					
Romn_Holmsen-Polynesiskpassad.56	Romn_Holmsen-Polynesiskpassad.56.4					
Romn_Holmsen-Polynesiskpassad.68	Romn_Holmsen-Polynesiskpassad.68.16					
Romn_Holmsen-Polynesiskpassad.112	Romn_Holmsen-Polynesiskpassad.112.7					
Romn_Holmsen-Polynesiskpassad.113	Romn_Holmsen-Polynesiskpassad.113.5					
Romn_Holmsen-Polynesiskpassad.113	Romn_Holmsen-Polynesiskpassad.113.16					
Romn_Holmsen-Polynesiskpassad.116	Romn_Holmsen-Polynesiskpassad.116.11					
Romn_Holmsen-Polynesiskpassad.126	Romn_Holmsen-Polynesiskpassad.126.8					
Romn_Holmsen-Polynesiskpassad.135	Romn_Holmsen-Polynesiskpassad.135.5					
Romn_Holmsen-Polynesiskpassad.147	Romn_Holmsen-Polynesiskpassad.147.9					
Romn_Holmsen-Polynesiskpassad.150	Romn_Holmsen-Polynesiskpassad.150.4					
Romn_Holmsen-Polynesiskpassad.151	Romn_Holmsen-Polynesiskpassad.151.3					
Romn_Holmsen-Polynesiskpassad.153	Romn_Holmsen-Polynesiskpassad.153.6					
Romn_Holmsen-Polynesiskpassad.160	Romn_Holmsen-Polynesiskpassad.160.8					
Romn_Holmsen-Polynesiskpassad.167	Romn_Holmsen-Polynesiskpassad.167.3					
Romn_Holmsen-Polynesiskpassad.168	Romn_Holmsen-Polynesiskpassad.168.3					
Romn_Holmsen-Polynesiskpassad.169	Romn_Holmsen-Polynesiskpassad.169.13					
Romn_Holmsen-Polynesiskpassad.183	Romn_Holmsen-Polynesiskpassad.183.4					
Romn_Holmsen-Polynesiskpassad.183	Romn_Holmsen-Polynesiskpassad.183.2					
Romn_Holmsen-Polynesiskpassad.186	Romn_Holmsen-Polynesiskpassad.186.10					
Romn_Holmsen-Polynesiskpassad.196	Romn_Holmsen-Polynesiskpassad.196.10					
Romn_Holmsen-Polynesiskpassad.204	Romn_Holmsen-Polynesiskpassad.204.21					
Romn_Holmsen-Polynesiskpassad.209	Romn_Holmsen-Polynesiskpassad.209.8					
Romn_Holmsen-Polynesiskpassad.209	Romn_Holmsen-Polynesiskpassad.209.1					
Romn_Holmsen-Polynesiskpassad.222	Romn_Holmsen-Polynesiskpassad.222.2					
Romn_Holmsen-Polynesiskpassad.235	Romn_Holmsen-Polynesiskpassad.235.5					
Romn_Holmsen-Polynesiskpassad.238	Romn_Holmsen-Polynesiskpassad.238.6					
Romn_Holmsen-Polynesiskpassad.239	Romn_Holmsen-Polynesiskpassad.239.6					
Romn_Holmsen-Polynesiskpassad.239	Romn_Holmsen-Polynesiskpassad.239.2					
Romn_Holmsen-Polynesiskpassad.243	Romn_Holmsen-Polynesiskpassad.243.9					
Romn_Holmsen-Polynesiskpassad.246	Romn_Holmsen-Polynesiskpassad.246.6					
Romn_Holmsen-Polynesiskpassad.262	Romn_Holmsen-Polynesiskpassad.262.14					
Romn_Holmsen-Polynesiskpassad.269	Romn_Holmsen-Polynesiskpassad.269.10					
Romn_Holmsen-Polynesiskpassad.283	Romn_Holmsen-Polynesiskpassad.283.22					
Romn_Holmsen-Polynesiskpassad.289	Romn_Holmsen-Polynesiskpassad.289.13					
Romn_Holmsen-Polynesiskpassad.289	Romn_Holmsen-Polynesiskpassad.289.7					
Romn_Holmsen-Polynesiskpassad.290	Romn_Holmsen-Polynesiskpassad.290.4					
Romn_Holmsen-Polynesiskpassad.307	Romn_Holmsen-Polynesiskpassad.307.5					
Romn_Holmsen-Polynesiskpassad.323	Romn_Holmsen-Polynesiskpassad.323.5					
Romn_Holmsen-Polynesiskpassad.337	Romn_Holmsen-Polynesiskpassad.337.2					
Romn_Holmsen-Polynesiskpassad.341	Romn_Holmsen-Polynesiskpassad.341.4					
Romn_Holmsen-Polynesiskpassad.349	Romn_Holmsen-Polynesiskpassad.349.12					
Romn_Holmsen-Polynesiskpassad.361	Romn_Holmsen-Polynesiskpassad.361.3					
Romn_Holmsen-Polynesiskpassad.365	Romn_Holmsen-Polynesiskpassad.365.12					
Romn_Holmsen-Polynesiskpassad.384	Romn_Holmsen-Polynesiskpassad.384.10					
Romn_Holmsen-Polynesiskpassad.398	Romn_Holmsen-Polynesiskpassad.398.3					
Romn_Holmsen-Polynesiskpassad.401	Romn_Holmsen-Polynesiskpassad.401.11					
Romn_Holmsen-Polynesiskpassad.404	Romn_Holmsen-Polynesiskpassad.404.6					
Romn_Holmsen-Polynesiskpassad.413	Romn_Holmsen-Polynesiskpassad.413.3					
Romn_Holmsen-Polynesiskpassad.414	Romn_Holmsen-Polynesiskpassad.414.15					
Romn_Strand-Pagarna.68	Romn_Strand-Pagarna.68.4					
Romn_Strand-Pagarna.68	Romn_Strand-Pagarna.68.2					
Romn_Strand-Pagarna.70	Romn_Strand-Pagarna.70.3					
Romn_Strand-Pagarna.70	Romn_Strand-Pagarna.70.4					
Romn_Strand-Pagarna.85	Romn_Strand-Pagarna.85.11					
Romn_Strand-Pagarna.85	Romn_Strand-Pagarna.85.9					
Romn_Strand-Pagarna.85	Romn_Strand-Pagarna.85.5					
Romn_Strand-Pagarna.85	Romn_Strand-Pagarna.85.3					
Romn_Strand-Pagarna.85	Romn_Strand-Pagarna.85.13					
Romn_Strand-Pagarna.87	Romn_Strand-Pagarna.87.6					
Romn_Strand-Pagarna.92	Romn_Strand-Pagarna.92.4					
Romn_Strand-Pagarna.96	Romn_Strand-Pagarna.96.9					
Romn_Strand-Pagarna.104	Romn_Strand-Pagarna.104.8					
Romn_Strand-Pagarna.116	Romn_Strand-Pagarna.116.10					
Romn_Strand-Pagarna.118	Romn_Strand-Pagarna.118.8					
Romn_Strand-Pagarna.120	Romn_Strand-Pagarna.120.8					
Romn_Strand-Pagarna.126	Romn_Strand-Pagarna.126.11					
Romn_Strand-Pagarna.160	Romn_Strand-Pagarna.160.5					
Romn_Strand-Pagarna.166	Romn_Strand-Pagarna.166.11					
Romn_Strand-Pagarna.167	Romn_Strand-Pagarna.167.13					
Romn_Strand-Pagarna.172	Romn_Strand-Pagarna.172.8					
Romn_Strand-Pagarna.172	Romn_Strand-Pagarna.172.6					
Romn_Strand-Pagarna.175	Romn_Strand-Pagarna.175.3					
Romn_Strand-Pagarna.179	Romn_Strand-Pagarna.179.5					
Romn_Strand-Pagarna.188	Romn_Strand-Pagarna.188.2					
Romn_Strand-Pagarna.197	Romn_Strand-Pagarna.197.nt.18					
Romn_Strand-Pagarna.198	Romn_Strand-Pagarna.198.3					
Romn_Strand-Pagarna.198	Romn_Strand-Pagarna.198.7					
Romn_Strand-Pagarna.207	Romn_Strand-Pagarna.207.15					
Romn_Strand-Pagarna.207c	Romn_Strand-Pagarna.207c.3					
Romn_Strand-Pagarna.214	Romn_Strand-Pagarna.214.3					
Romn_Strand-Pagarna.223	Romn_Strand-Pagarna.223.5					
Romn_Strand-Pagarna.250	Romn_Strand-Pagarna.250.8					
Romn_Strand-Pagarna.250	Romn_Strand-Pagarna.250.1					
Romn_Strand-Pagarna.261	Romn_Strand-Pagarna.261.5					
Romn_Strand-Pagarna.269	Romn_Strand-Pagarna.269.6					
Romn_Strand-Pagarna.275	Romn_Strand-Pagarna.275.8					
Romn_Strand-Pagarna.279	Romn_Strand-Pagarna.279.2					
Romn_Strand-Pagarna.283	Romn_Strand-Pagarna.283.14					
Romn_Strand-Pagarna.294	Romn_Strand-Pagarna.294.10					
Romn_Strand-Pagarna.295	Romn_Strand-Pagarna.295.16					
Romn_Strand-Pagarna.301	Romn_Strand-Pagarna.301.9					
Romn_Strand-Pagarna.302	Romn_Strand-Pagarna.302.8					
Romn_Strand-Pagarna.302	Romn_Strand-Pagarna.302.3					
Romn_Strand-Pagarna.308	Romn_Strand-Pagarna.308.4					
Romn_Strand-Pagarna.360	Romn_Strand-Pagarna.360.6					
Romn_Strand-Pagarna.368	Romn_Strand-Pagarna.368.nt.13					
Romn_Strand-Pagarna.373	Romn_Strand-Pagarna.373.3					
Romn_Strand-Pagarna.374	Romn_Strand-Pagarna.374.9					
Romn_Strand-Pagarna.378	Romn_Strand-Pagarna.378.21					
Romn_Strand-Pagarna.383	Romn_Strand-Pagarna.383.5					
Romn_Strand-Pagarna.390	Romn_Strand-Pagarna.390.2					
Romn_Strand-Pagarna.418	Romn_Strand-Pagarna.418.11					
Romn_Strand-Pagarna.421b	Romn_Strand-Pagarna.421b.nt.5					
Romn_Strand-Pagarna.427	Romn_Strand-Pagarna.427.15					
Romn_Strand-Pagarna.429	Romn_Strand-Pagarna.429.12					
Romn_Strand-Pagarna.429	Romn_Strand-Pagarna.429.3					
Romn_Strand-Pagarna.429	Romn_Strand-Pagarna.429.11					
Romn_Strand-Pagarna.429	Romn_Strand-Pagarna.429.10					
Romn_Strand-Pagarna.429	Romn_Strand-Pagarna.429.9					
Romn_Strand-Pagarna.445	Romn_Strand-Pagarna.445.7					
Romn_Strand-Pagarna.457	Romn_Strand-Pagarna.457.14					
Romn_Strand-Pagarna.462	Romn_Strand-Pagarna.462.8					
Wiki_Asterix.14	Wiki_Asterix.14.8					
Wiki_Asterix.18	Wiki_Asterix.18.26					
Wiki_Asterix.18	Wiki_Asterix.18.3					
Wiki_Asterix.19	Wiki_Asterix.19.19					
Wiki_Asterix.20	Wiki_Asterix.20.43					
Wiki_Asterix.21	Wiki_Asterix.21.19					
Wiki_Asterix.25	Wiki_Asterix.25.31					
Wiki_Asterix.25	Wiki_Asterix.25.29					
Wiki_Asterix.26	Wiki_Asterix.26.12					
Wiki_Asterix.27	Wiki_Asterix.27.1					
Wiki_Asterix.28	Wiki_Asterix.28.3					
Wiki_Asterix.29	Wiki_Asterix.29.2					
Wiki_Asterix.30	Wiki_Asterix.30.1					
Wiki_Asterix.32	Wiki_Asterix.32.21					
Wiki_Asterix.33	Wiki_Asterix.33.5					
Wiki_Asterix.34	Wiki_Asterix.34.6					
Wiki_Asterix.38	Wiki_Asterix.38.8					
Wiki_Asterix.39	Wiki_Asterix.39.5					
Wiki_Asterix.40	Wiki_Asterix.40.9					
Wiki_Asterix.44	Wiki_Asterix.44.12					
Wiki_Asterix.47	Wiki_Asterix.47.17					
Wiki_Asterix.48	Wiki_Asterix.48.3					
Wiki_Asterix.53	Wiki_Asterix.53.5					
Wiki_Asterix.57	Wiki_Asterix.57.4					
Wiki_Asterix.61	Wiki_Asterix.61.nt.17					
Wiki_Asterix.73	Wiki_Asterix.73.15					
Wiki_Asterix.75	Wiki_Asterix.75.7					
Wiki_Asterix.79	Wiki_Asterix.79.7					
Wiki_Asterix.82	Wiki_Asterix.82.6					
Wiki_Asterix.83	Wiki_Asterix.83.5					
Wiki_Asterix.90	Wiki_Asterix.90.8					
Wiki_Asterix.97	Wiki_Asterix.97.12					
Wiki_Asterix.97	Wiki_Asterix.97.10					
Wiki_Asterix.97	Wiki_Asterix.97.9					
Wiki_Kvadrat.4	Wiki_Kvadrat.4.12					
Wiki_Kvadrat.7	Wiki_Kvadrat.7.6					
Wiki_LillaMy.18	Wiki_LillaMy.18.14					
Wiki_LillaMy.21	Wiki_LillaMy.21.8					
Wiki_Hastighetsmatare.6	Wiki_Hastighetsmatare.6.6					
Wiki_Hastighetsmatare.6	Wiki_Hastighetsmatare.6.7					
Wiki_Hastighetsmatare.8	Wiki_Hastighetsmatare.8.16					
Wiki_Hastighetsmatare.22	Wiki_Hastighetsmatare.22.2					
Wiki_HarryPotter.8	Wiki_HarryPotter.8.7					
Wiki_HarryPotter.19	Wiki_HarryPotter.19.26					
Wiki_HarryPotter.19	Wiki_HarryPotter.19.17					
Wiki_HarryPotter.27	Wiki_HarryPotter.27.22					
Wiki_HarryPotter.28	Wiki_HarryPotter.28.21					
Wiki_HarryPotter.28	Wiki_HarryPotter.28.17					
Wiki_HarryPotter.28	Wiki_HarryPotter.28.7					
Wiki_HarryPotter.31	Wiki_HarryPotter.31.3					
Wiki_HarryPotter.32	Wiki_HarryPotter.32.4					
Wiki_HarryPotter.32	Wiki_HarryPotter.32.3					
Wiki_HarryPotter.32	Wiki_HarryPotter.32.2					
Wiki_HarryPotter.34	Wiki_HarryPotter.34.9					
Wiki_HarryPotter.34	Wiki_HarryPotter.34.1					
Wiki_HarryPotter.34	Wiki_HarryPotter.34.2					
Wiki_HarryPotter.35	Wiki_HarryPotter.35.4					
Wiki_HarryPotter.37	Wiki_HarryPotter.37.3					
Wiki_HarryPotter.39	Wiki_HarryPotter.40.2					
Wiki_HarryPotter.44	Wiki_HarryPotter.44.12					
Wiki_HarryPotter.44	Wiki_HarryPotter.44.4					
Wiki_HarryPotter.47	Wiki_HarryPotter.47.23					
Wiki_HarryPotter.55	Wiki_HarryPotter.55.10					
Wiki_HarryPotter.56	Wiki_HarryPotter.56.4					
Wiki_HarryPotter.56	Wiki_HarryPotter.56.5					
Wiki_HarryPotter.60	Wiki_HarryPotter.60.4					
Wiki_HarryPotter.63	Wiki_HarryPotter.63.16					
Wiki_HarryPotter.75	Wiki_HarryPotter.75.11					
Wiki_HarryPotter.81	Wiki_HarryPotter.81.3					
Wiki_HarryPotter.82	Wiki_HarryPotter.82.23					
Wiki_HarryPotter.88	Wiki_HarryPotter.88.19					
Wiki_HarryPotter.97	Wiki_HarryPotter.97.1					
Wiki_HarryPotter.104	Wiki_HarryPotter.104.12					
Wiki_HarryPotter.113	Wiki_HarryPotter.113.11					
Wiki_HarryPotter.113	Wiki_HarryPotter.113.5					
Wiki_HarryPotter.113	Wiki_HarryPotter.113.3					
Wiki_HarryPotter.113	Wiki_HarryPotter.113.27					
Wiki_HarryPotter.115	Wiki_HarryPotter.115.19					
Wiki_HarryPotter.115	Wiki_HarryPotter.115.6					
Wiki_HarryPotter.116	Wiki_HarryPotter.116.8					
Wiki_HarryPotter.117	Wiki_HarryPotter.117.3					
Wiki_HarryPotter.130	Wiki_HarryPotter.130.18					
Wiki_Saganomringenfilm.1	Wiki_Saganomringenfilm.1.5					
Wiki_Saganomringenfilm.2	Wiki_Saganomringenfilm.2.15					
Wiki_Saganomringenfilm.2	Wiki_Saganomringenfilm.2.11b					
Wiki_Saganomringenfilm.8	Wiki_Saganomringenfilm.8.8					
Wiki_Saganomringenfilm.8	Wiki_Saganomringenfilm.8.10					
Wiki_Saganomringenfilm.16	Wiki_Saganomringenfilm.16.4					
Wiki_Saganomringenfilm.24	Wiki_Saganomringenfilm.24.4					
Wiki_Saganomringenfilm.53	Wiki_Saganomringenfilm.53.4					
Wiki_Saganomringenfilm.56	Wiki_Saganomringenfilm.56.4					
Wiki_Saganomringenfilm.63	Wiki_Saganomringenfilm.63.8					
Wiki_Saganomringenfilm.63	Wiki_Saganomringenfilm.63.1					
Wiki_Saganomringenfilm.68	Wiki_Saganomringenfilm.68.5					
Wiki_Saganomringenfilm.71	Wiki_Saganomringenfilm.71.5					
Wiki_Saganomringenfilm.75	Wiki_Saganomringenfilm.75.12					
Wiki_Saganomringenfilm.78	Wiki_Saganomringenfilm.78.12					
Wiki_Saganomringenfilm.80	Wiki_Saganomringenfilm.80.7					
Wiki_Semester.3	Wiki_Semester.3.15					
Wiki_Semester.9	Wiki_Semester.9.7					
Wiki_Semester.14	Wiki_Semester.14.4					
Wiki_Semester.23	Wiki_Semester.23.7					
Wiki_VascodaGama.4	Wiki_VascodaGama.4.33					
Wiki_VascodaGama.4	Wiki_VascodaGama.4.nt.37					
Wiki_VascodaGama.4	Wiki_VascodaGama.4.38					
Wiki_VascodaGama.4	Wiki_VascodaGama.4.10					
Wiki_VascodaGama.16	Wiki_VascodaGama.16.22					
Wiki_VascodaGama.23	Wiki_VascodaGama.23.23					
Wiki_VascodaGama.23	Wiki_VascodaGama.23.22					
Wiki_VascodaGama.25	Wiki_VascodaGama.25.10					
Wiki_VascodaGama.25	Wiki_VascodaGama.25.14					
Wiki_VascodaGama.26	Wiki_VascodaGama.26.19					
Wiki_VascodaGama.26	Wiki_VascodaGama.26.17					
Wiki_VascodaGama.26	Wiki_VascodaGama.26.14					
Wiki_VascodaGama.30	Wiki_VascodaGama.30.4					
Wiki_VascodaGama.32	Wiki_VascodaGama.32.12					
Wiki_VascodaGama.33	Wiki_VascodaGama.33.18					
Wiki_VascodaGama.39	Wiki_VascodaGama.39.3					
Wiki_VascodaGama.45	Wiki_VascodaGama.45.17					
Wiki_VascodaGama.47	Wiki_VascodaGama.47.24					
Wiki_VascodaGama.48	Wiki_VascodaGama.48.6					
Wiki_VascodaGama.56	Wiki_VascodaGama.56.23					
Wiki_VascodaGama.68	Wiki_VascodaGama.68.18					
Wiki_VascodaGama.70	Wiki_VascodaGama.70.13					
Wiki_VascodaGama.74	Wiki_VascodaGama.74.3					
Wiki_VascodaGama.84	Wiki_VascodaGama.84.4					
Wiki_Symaskin.4	Wiki_Symaskin.4.17					
Wiki_Symaskin.4	Wiki_Symaskin.4.11					
Wiki_Symaskin.4	Wiki_Symaskin.4.3					
Wiki_Symaskin.6	Wiki_Symaskin.6.12					
Wiki_Symaskin.9	Wiki_Symaskin.9.14					
Wiki_Symaskin.9	Wiki_Symaskin.9.3					
Wiki_Symaskin.15	Wiki_Symaskin.15.11					
Wiki_Symaskin.16	Wiki_Symaskin.16.3					
Wiki_Symaskin.19	Wiki_Symaskin.19.18					
Wiki_Symaskin.32	Wiki_Symaskin.32.7					
Wiki_Symaskin.37	Wiki_Symaskin.37.25					
Wiki_Symaskin.40	Wiki_Symaskin.40.9					
Wiki_Symaskin.45	Wiki_Symaskin.45.13					
Wiki_Symaskin.57	Wiki_Symaskin.57.14					
Wiki_Symaskin.58	Wiki_Symaskin.58.11					
Wiki_Symaskin.63	Wiki_Symaskin.63.7					
Wiki_Vader.11	Wiki_Vader.11.7					
Wiki_Vader.16	Wiki_Vader.16.11					
Wiki_Vader.31	Wiki_Vader.31.5					
Wiki_Vader.31	Wiki_Vader.31.2					
Wiki_Vader.33	Wiki_Vader.33.9					
Wiki_Vader.38	Wiki_Vader.38.1					
Wiki_Vader.47	Wiki_Vader.47.4					
Wiki_Vader.50	Wiki_Vader.50.10					
Wiki_Vader.55	Wiki_Vader.55.4					
Wiki_Vader.59	Wiki_Vader.59.8					
Wiki_Vader.60	Wiki_Vader.61.2					
Wiki_Vader.71	Wiki_Vader.71.3					
Wiki_Vader.79	Wiki_Vader.79.4					
Wiki_Vader.84	Wiki_Vader.84.16					
Wiki_Vader.97	Wiki_Vader.97.3					
Wiki_Vader.117	Wiki_Vader.117.19					
Wiki_Vader.117	Wiki_Vader.117.18					
Wiki_Vader.130	Wiki_Vader.130.4					
Wiki_Vader.152	Wiki_Vader.152.9					
Wiki_Vader.155	Wiki_Vader.155.3					
Wiki_Vader.156	Wiki_Vader.156.24					
Wiki_Vader.156	Wiki_Vader.156.22					
Wiki_Vader.157	Wiki_Vader.157.6					
Wiki_Vader.166	Wiki_Vader.166.5					
Wiki_Vader.168	Wiki_Vader.168.24					
Wiki_Vader.168	Wiki_Vader.168.19					
Wiki_Vader.177	Wiki_Vader.177.7					
Wiki_Vader.178	Wiki_Vader.178.20					
Wiki_Vader.182	Wiki_Vader.182.9					
Wiki_Vader.192	Wiki_Vader.192.11					
Wiki_Vader.194	Wiki_Vader.194.19					
Wiki_Vader.194	Wiki_Vader.194.20					
Wiki_Vader.195	Wiki_Vader.195.5					
Wiki_Vader.201	Wiki_Vader.201.7					
Wiki_AlexanderFleming.6	Wiki_AlexanderFleming.6.6					
Wiki_AlexanderFleming.12	Wiki_AlexanderFleming.12.1					
Wiki_AlexanderFleming.16	Wiki_AlexanderFleming.16.7					
Wiki_AlexanderFleming.16	Wiki_AlexanderFleming.16.2					
Wiki_AlexanderFleming.20	Wiki_AlexanderFleming.20.14					
Wiki_AlexanderFleming.22	Wiki_AlexanderFleming.22.13					
Wiki_AlexanderFleming.22	Wiki_AlexanderFleming.22.nt.18					
Wiki_AlexanderFleming.22	Wiki_AlexanderFleming.22.9					
Wiki_MiominMio.12	Wiki_MiominMio.12.3					
Wiki_MiominMio.21	Wiki_MiominMio.21.4					
Wiki_MiominMio.26	Wiki_MiominMio.26.2					
Wiki_MiominMio.47	Wiki_MiominMio.47.21					
Wiki_MiominMio.58	Wiki_MiominMio.58.9					
Wiki_MiominMio.58	Wiki_MiominMio.58.11					
Wiki_MiominMio.69	Wiki_MiominMio.69.14					
Wiki_MiominMio.69	Wiki_MiominMio.69.nt.24					
Wiki_MiominMio.71	Wiki_MiominMio.71.8					
Wiki_MiominMio.76	Wiki_MiominMio.76.11					
Wiki_MiominMio.78	Wiki_MiominMio.78.8					
Wiki_MiominMio.78	Wiki_MiominMio.78.14					
Wiki_MiominMio.79	Wiki_MiominMio.79.3					
Wiki_MiominMio.82	Wiki_MiominMio.82.5					
Wiki_MiominMio.88	Wiki_MiominMio.88.nt.17					
Wiki_MiominMio.90	Wiki_MiominMio.90.1					
Wiki_MiominMio.100	Wiki_MiominMio.100.8					
Wiki_MiominMio.118	Wiki_MiominMio.118.10					
Wiki_MiominMio.138	Wiki_MiominMio.138.10					
Wiki_MiominMio.139	Wiki_MiominMio.139.nt.7					
Wiki_MiominMio.140	Wiki_MiominMio.140.11					
Wiki_MiominMio.142	Wiki_MiominMio.142.9					
Wiki_MiominMio.143	Wiki_MiominMio.143.18					
Wiki_MiominMio.143	Wiki_MiominMio.143.14					
Wiki_MiominMio.144	Wiki_MiominMio.144.5					
Wiki_MiominMio.147	Wiki_MiominMio.147.10					
Wiki_MiominMio.148	Wiki_MiominMio.148.10					
Wiki_MiominMio.148	Wiki_MiominMio.148.5					
Wiki_MiominMio.159	Wiki_MiominMio.159.6					
Wiki_MiominMio.165	Wiki_MiominMio.165.4					
Wiki_Jonssonligan.3	Wiki_Jonssonligan.3.10					
Wiki_Jonssonligan.10	Wiki_Jonssonligan.10.10					
Wiki_Jonssonligan.22	Wiki_Jonssonligan.22.17					
Wiki_Jonssonligan.30	Wiki_Jonssonligan.30.9					
Wiki_Jonssonligan.30	Wiki_Jonssonligan.30.3					
Wiki_Jonssonligan.30	Wiki_Jonssonligan.30.10					
Wiki_Jonssonligan.31	Wiki_Jonssonligan.31.9					
Wiki_Jonssonligan.31	Wiki_Jonssonligan.31.6					
Wiki_Jonssonligan.32	Wiki_Jonssonligan.32.18					
Wiki_Jonssonligan.32	Wiki_Jonssonligan.32.14					
Wiki_Jonssonligan.36	Wiki_Jonssonligan.36.9					
Wiki_Jonssonligan.36	Wiki_Jonssonligan.36.5					
Wiki_Jonssonligan.38	Wiki_Jonssonligan.38.10					
Wiki_Jonssonligan.50	Wiki_Jonssonligan.50.15					
Wiki_Sverigesriksdag.6	Wiki_Sverigesriksdag.6.3					
Wiki_Sverigesriksdag.42	Wiki_Sverigesriksdag.42.14					
Wiki_Sverigesriksdag.44	Wiki_Sverigesriksdag.44.2					
Wiki_Sverigesriksdag.50	Wiki_Sverigesriksdag.50.6					
Wiki_Sverigesriksdag.58	Wiki_Sverigesriksdag.58.7					
Wiki_Sverigesriksdag.58	Wiki_Sverigesriksdag.58.6					
Wiki_Sverigesriksdag.58	Wiki_Sverigesriksdag.58.4					
Wiki_Sverigesriksdag.72	Wiki_Sverigesriksdag.72.7					
Wiki_Sverigesriksdag.73	Wiki_Sverigesriksdag.73.12					
Wiki_Sverigesriksdag.76	Wiki_Sverigesriksdag.76.18					
Wiki_Sverigesriksdag.79	Wiki_Sverigesriksdag.79.9					
Wiki_Sverigesriksdag.82	Wiki_Sverigesriksdag.82.11					
Wiki_Sverigesriksdag.82	Wiki_Sverigesriksdag.82.10					
Wiki_Sverigesriksdag.86	Wiki_Sverigesriksdag.86.13					
Wiki_Sverigesriksdag.86	Wiki_Sverigesriksdag.86.6					
Wiki_Sverigesriksdag.86	Wiki_Sverigesriksdag.86.5					
Wiki_Sverigesriksdag.86	Wiki_Sverigesriksdag.86.9					
Wiki_Sverigesriksdag.86	Wiki_Sverigesriksdag.86.8					
Wiki_Sverigesriksdag.97	Wiki_Sverigesriksdag.97.4					
Wiki_Sverigesriksdag.101	Wiki_Sverigesriksdag.101.3					
Wiki_Sverigesriksdag.104	Wiki_Sverigesriksdag.104.13					
Wiki_Sverigesriksdag.106	Wiki_Sverigesriksdag.106.3					
Wiki_Sverigesriksdag.106	Wiki_Sverigesriksdag.106.11					
Wiki_Sverigesriksdag.106	Wiki_Sverigesriksdag.106.8					
Wiki_Sverigesriksdag.108	Wiki_Sverigesriksdag.108.5					
Wiki_Sverigesriksdag.109	Wiki_Sverigesriksdag.109.2					
